Company Name,NAIC Company Code,Insurance Product Name,Sub Type Of Insurance,Filing Type,Filing Status,SERFF Tracking Number,Page Number,serf_num,state,page_url,form,auth_url,form_name,submission_date
"AccessCare General, Inc.",14158.0,Prepaid Dental Filing,H10I.000 Health - Dental,Form,Closed - Closed,ACCR-130888189,1,130888189,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130888189,True,https://filingaccess.serff.com/sfa/home/MD,['Application'],1/23/17
"AccessCare General, Inc.",14158.0,Prepaid Limited Benefit In-Facility Dental Policy,H10I.000 Health - Dental,Form/Rate,Closed - Closed,ACCR-132096535,1,132096535,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132096535,True,https://filingaccess.serff.com/sfa/home/MD,"['INDIVIDUAL PREPAID LIMITED BENEFIT IN-FACILITY DENTAL POLICY', 'APPLICATION FOR IN-FACILITY PREPAID DENTAL POLICY', 'INDIVIDUAL PREPAID LIMITED BENEFIT IN-FACILITY DENTAL POLICY', 'INDIVIDUAL PREPAID LIMITED BENEFIT IN-FACILITY DENTAL POLICY', 'APPLICATION FOR IN-FACILITY PREPAID DENTAL POLICY', 'Rate Exhibit']",9/30/19
ACE American Insurance Company,22667.0,Group Hospital Indemnity Supplemental Amendment,H14G.000 Health - Hospital Indemnity,Form/Rate,Closed - Closed,ACEH-130071813,1,130071813,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130071813,True,https://filingaccess.serff.com/sfa/home/MD,"['Amendment', 'Amendment', 'Amendment', 'Amendment', 'Amendment', 'Application', 'Application', 'Application', 'Enrollment Form', 'Enrollment Form', 'Enrollment Form', 'Enrollment Form', 'Rate Manual']",5/14/15
ACE American Insurance Company,22667.0,Group Vision Insurance Policy (AH-49418),H20G.000 Health - Vision,Form/Rate,Closed - Closed,ACEH-131585357,1,131585357,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131585357,True,https://filingaccess.serff.com/sfa/home/MD,"['Group Vision Insurance Policy', 'Group Vision Certificate of Insurance', 'Group Vision Certificate of Insurance', 'Schedule of Benefits VIS 1', 'Schedule of Benefits VIS 1', 'Schedule of Benefits VIS 2', 'Schedule of Benefits VIS 2', 'Schedule of Benefits VIS 3', 'Schedule of Benefits VIS 3', 'Schedule of Benefits VIS 4', 'Schedule of Benefits VIS 4', 'Application', 'Enrollment', 'Administrative Amendment', 'Group Vision Insurance Policy', 'Group Vision Insurance Policy', 'Group Vision Insurance Policy', 'Group Vision Certificate of Insurance', 'Group Vision Certificate of Insurance', 'Group Vision Certificate of Insurance', 'Group Vision Certificate of Insurance', 'Schedule of Benefits VIS 1', 'Schedule of Benefits VIS 1', 'Schedule of Benefits VIS 1', 'Schedule of Benefits VIS 2', 'Schedule of Benefits VIS 2', 'Schedule of Benefits VIS 2', 'Schedule of Benefits VIS 3', 'Schedule of Benefits VIS 3', 'Schedule of Benefits VIS 3', 'Schedule of Benefits VIS 4', 'Schedule of Benefits VIS 4', 'Schedule of Benefits VIS 4', 'Application', 'Enrollment', 'Rate Manual']",10/25/18
ACE American Insurance Company,22667.0,Individual Accident,H02I.000 Health - Accident Only,Form,Closed - Closed,ACEH-133401807,1,133401807,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133401807,True,https://filingaccess.serff.com/sfa/home/MD,"['Amendment', 'Amendment']",9/20/22
ACE American Insurance Company,22667.0,Individual Accident Insurance Policy,H02I.000 Health - Accident Only,Form/Rate,Closed - Closed,ACEH-132382959,1,132382959,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132382959,True,https://filingaccess.serff.com/sfa/home/MD,"['Individual Accident Policy', 'Critical Illness (All)', 'Critical Illness (Core)', 'Family Plan Rider', 'Family Plan Rider', 'Application for Individual Accident Policy', 'Schedule Plan 1', 'Schedule Plan 2', 'Schedule Plan 3', 'Schedule Plan 4', 'Schedule Plan 5', 'Schedule Plan 6', 'Schedule Plan 7', 'Schedule Plan 8', 'Schedule Plan 9 or 17 AME and CI', 'Schedule Plan 10 or 18 AME and CI', 'Schedule Plan 11 or 19 AME and CI', 'Schedule Plan 12 or 20 AME and CI', 'Schedule Plan 13 or 21 AME and CI', 'Schedule Plan 14 or 22 AME and CI', 'Schedule Plan 15 or 23 AME and CI', 'Schedule Plan 16 or 24 AME and CI', 'Individual Accident Policy', 'Individual Accident Policy', 'Individual Accident Policy', 'Accident Medical Expense Rider', 'Critical Illness (All)', 'Critical Illness (Core)', 'Critical Illness (Core)', 'Family Plan Rider', 'Family Plan Rider', 'Application for Individual Accident Policy', 'Application for Individual Accident Policy', 'Individual Accident policy Rate Manual', 'Individual Accident policy Rate Manual', 'Individual Accident policy Rate Manual']",5/22/20
ACE American Insurance Company,22667.0,Occupational Accident Policy,H02G.000 Health - Accident Only,Form/Rate,Closed - Closed,ACEH-131518195,1,131518195,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131518195,True,https://filingaccess.serff.com/sfa/home/MD,"['Occupational Accident Policy', 'Occupational Accident Certificate', 'Non-Occupational Coverage Rider', 'Dependent Coverage Rider', 'Passenger Coverage Rider', 'Administrative Amendment', 'Survivor Benefit Rider', 'Waiver of Premium Rider', 'Application', 'Individual Request', 'Maryland Grievance Procedure', 'Occupational Accident Policy', 'Occupational Accident Policy', 'Occupational Accident Certificate', 'Occupational Accident Certificate', 'Occupational Accident Certificate', 'Non-Occupational Coverage Rider', 'Non-Occupational Coverage Rider', 'Dependent Coverage Rider', 'Dependent Coverage Rider', 'Dependent Coverage Rider', 'Passenger Coverage Rider', 'Passenger Coverage Rider', 'Passenger Coverage Rider', 'Administrative Amendment', 'Administrative Amendment', 'Survivor Benefit Rider', 'Survivor Benefit Rider', 'Waiver of Premium Rider', 'Waiver of Premium Rider', 'Waiver of Premium Rider', 'Application', 'Application', 'Individual Request', 'Individual Request', 'Rate Manual', 'Rate Manual']",6/14/18
ACE American Insurance Company,22667.0,Tri-Agency Rule,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed,ACEH-134270032,1,134270032,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134270032,True,https://filingaccess.serff.com/sfa/home/MD,['Disclosure'],10/2/24
ACE Property and Casualty Insurance Company,20699.0,Group Accident Only - C70701-MD,H02G.000 Health - Accident Only,Form/Rate,Closed - Closed,ACEH-131984639,1,131984639,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131984639,True,https://filingaccess.serff.com/sfa/home/MD,"['Group Accident Certificate', 'Group Accident Certificate', 'Certificate Specifications', 'Certificate Identification', 'Additional Hospital Benefit Rider', 'Outpatient Physician’s Treatment Certificate Rider', 'Outpatient Physician’s Treatment Certificate Rider', 'Group Accident Certificate', 'Group Accident Certificate', 'Certificate Specifications', 'Certificate Identification', 'Amendment to the Certificate', 'Outpatient Physician’s Treatment Certificate Rider', 'Outpatient Physician’s Treatment Certificate Rider', 'Rate Sheet #7770', 'Rate Sheet #7770']",6/20/19
ACE Property and Casualty Insurance Company,20699.0,Group Critical Illness - C60601-MD,H07G.001 Critical Illness,Form/Rate,Closed - Closed,ACEH-131875183,1,131875183,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131875183,True,https://filingaccess.serff.com/sfa/home/MD,"['Group Policy', 'Master Application', 'Group Critical Illness Certificate', 'Group Critical Illness Certificate', 'Membership Endorsement for Health Care Referral Service', 'Bariatric Surgery Benefit Certificate Rider', 'Cancer Treatment Benefit Certificate Rider', 'Diabetes Benefit Certificate Rider', 'Family Care Benefit Certificate Rider', 'Heart Benefit Package Certificate Benefit', 'Hospital Admission Benefit Certificate Rider', 'Miscellaneous Diseaes Benefit Certificate Rider', 'Mortgage and Rent Helper Benefit Certificate Rider', 'Quality of Life Benefit Certificate Rider', 'Waiver of Premium Benefit Certificate Rider', 'Wellness Benefit Certificate Rider', 'Enrollment Form', 'Continuity of Coverage', 'Certifcate Specifications', 'Certificate Identifcation', 'Group Policy', 'Group Policy', 'Group Critical Illness Certificate', 'Group Critical Illness Certificate', 'Group Critical Illness Certificate', 'Group Critical Illness Certificate', 'Membership Endorsement for Health Care Referral Service', 'Interim Coverage Certificate Rider', 'Automatic Maximum Benefit Increase Certificate Rider', 'Diabetes Benefit Certificate Rider', 'Diabetes Benefit Certificate Rider', 'Heart Benefit Package Certificate Benefit', 'Hospital Admission Benefit Certificate Rider', 'Waiver of Premium Benefit Certificate Rider', 'Waiver of Premium Benefit Certificate Rider', 'Enrollment Form', 'Enrollment Form', 'Enrollment Form', 'Certifcate Specifications', 'Certificate Identifcation', 'Rate Sheet 7734', 'Rate Sheet 7734']",4/23/19
ACE Property and Casualty Insurance Company,20699.0,Group Critical Illness -Cancer Riders,H07G.001 Critical Illness,Form/Rate,Closed - Closed,ACEH-133368692,1,133368692,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133368692,True,https://filingaccess.serff.com/sfa/home/MD,[],8/16/22
ACE Property and Casualty Insurance Company,20699.0,Group Disability Income,H11G.005 Combined Short Term and Long-Term,"Policy Forms, Application, Riders and Endorsements, Rates",Closed - Approved,ACEH-133392071,1,133392071,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133392071,True,https://filingaccess.serff.com/sfa/home/MD,[],9/28/22
ACE Property and Casualty Insurance Company,20699.0,Group Disability Income 2.0,H11G.005 Combined Short Term and Long-Term,"Policy Forms, Application, Riders and Endorsements, Rates",Closed - Approved,ACEH-134047731,1,134047731,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134047731,True,https://filingaccess.serff.com/sfa/home/MD,[],4/1/24
ACE Property and Casualty Insurance Company,20699.0,Group Disability Income ICC19-C60580,H11G.002 Short Term,"Policy Forms, Application, Riders and Endorsements, Rates",Closed - Approved,ACEH-131906956,1,131906956,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131906956,True,https://filingaccess.serff.com/sfa/home/MD,[],5/1/19
ACE Property and Casualty Insurance Company,20699.0,Group Hospital Indemnity (C82000-MD),H14G.000 Health - Hospital Indemnity,Form/Rate,Closed - Closed,ACEH-132614610,1,132614610,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132614610,True,https://filingaccess.serff.com/sfa/home/MD,"['Group Certificate', 'Certificate Specification', 'Certificate Identification', 'Accidental Death and Dismemberment (AD&D) Benefit Certificate Rider', 'Additional Hospital Benefit Certificate Rider', 'Confinement Free Benefit Certificate Rider', 'Confinement Infection Benefit Certificate Rider', 'Critical Illness Benefit Certificate Rider', 'Diagnostic Test Benefit Certificate Rider', 'Disability Benefit Certificate Rider', 'Immediate Care Benefit Certificate Rider', 'Outpatient Care Benefit Certificate Rider', 'Specialty Care Benefit Certificate Rider', 'Surgery Benefit Certificate Rider', 'Waiver of Premium for Confinement Benefit Certificate Rider', 'Waiver of Premium for Total Disability Certificate Benefit Rider', 'Certificate Amendment - Continuity of Coverage', 'Group Certificate', 'Group Certificate', 'Group Certificate', 'Certificate Specification', 'Certificate Specification', 'Certificate Specification', 'Certificate Identification', 'Certificate Identification', 'Accidental Death and Dismemberment (AD&D) Benefit Certificate Rider', 'Additional Hospital Benefit Certificate Rider', 'Additional Hospital Benefit Certificate Rider', 'Confinement Free Benefit Certificate Rider', 'Critical Illness Benefit Certificate Rider', 'Death Benefit Certificate Rider', 'Diagnostic Test Benefit Certificate Rider', 'Disability Benefit Certificate Rider', 'Disability Benefit Certificate Rider', 'Outpatient Care Benefit Certificate Rider', 'Outpatient Care Benefit Certificate Rider', 'Waiver of Premium for Confinement Benefit Certificate Rider', 'Waiver of Premium for Total Disability Certificate Benefit Rider', 'Waiver of Premium for Total Disability Certificate Benefit Rider', 'Waiver of Premium for Total Disability Certificate Benefit Rider', 'Certificate Amendment - Continuity of Coverage', 'Rate Sheets', 'Rate Sheets', 'Rate Sheets', 'Rate Sheets', 'Rate Sheets', 'Rate Sheets', 'Rate Sheets']",11/19/20
ACE Property and Casualty Insurance Company,20699.0,Group Policy - P60600-MD-1020,H07G.001 Critical Illness,Form,Closed - Closed,ACEH-132574111,1,132574111,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132574111,True,https://filingaccess.serff.com/sfa/home/MD,['Group Policy'],10/20/20
ACE Property and Casualty Insurance Company,20699.0,Multi-Product Enrollement/EOI Form,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed,ACEH-132929941,1,132929941,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132929941,True,https://filingaccess.serff.com/sfa/home/MD,['Enrollment Form'],7/29/21
ACE Property and Casualty Insurance Company,20699.0,Tri-Agency Rule,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed,ACEH-134280421,1,134280421,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134280421,True,https://filingaccess.serff.com/sfa/home/MD,"['Disclosure', 'Disclosure']",10/11/24
ACE Property and Casualty Insurance Company,20699.0,Variability Memo for Group CI - C60601,H07G.001 Critical Illness,Form,Closed - Closed,ACEH-132823510,1,132823510,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132823510,True,https://filingaccess.serff.com/sfa/home/MD,"['Miscellaneous Diseases Benefit Certificate Rider', 'Miscellaneous Diseases Benefit Certificate Rider', 'Miscellaneous Diseases Benefit Certificate Rider', 'Miscellaneous Diseases Benefit Certificate Rider', 'Wellness Benefit Certificate Rider', 'Wellness Benefit Certificate Rider']",5/6/21
ACE Property and Casualty Insurance Company,20699.0,Variability Memo for Group HI - C82000,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed,ACEH-133257534,1,133257534,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133257534,True,https://filingaccess.serff.com/sfa/home/MD,[],5/10/22
ACE Property and Casualty Insurance Company,20699.0,Variability Memo for Group HI Rider - 82011-MD,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed,ACEH-134154580,1,134154580,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134154580,True,https://filingaccess.serff.com/sfa/home/MD,[],6/21/24
Aegis Security Insurance Company,33898.0,Blanket Accident-Only,H04.003 Health - Blanket Accident Only,Form/Rate,Closed - Closed,PLIS-131566906,1,131566906,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131566906,True,https://filingaccess.serff.com/sfa/home/MD,"['Blanket Accident Only Policy', 'Blanket Accident Only Policy', 'Application for Blanket Accident Insurance', 'Re-Injury Benefit Rider', 'Blanket Accident Only Policy', 'Blanket Accident Only Policy', 'Rate Manual', 'Rate Manual']",7/3/18
Aetna Dental Inc.,0.0,2016 CDT Updates,H10G.000 Health - Dental,Form,Closed - Closed,AETN-130365624,1,130365624,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130365624,True,https://filingaccess.serff.com/sfa/home/MD,"['Dental Expense Schedule', 'Dental Expense Schedule', 'Dental Expense Schedule', 'Dental Expense Schedule', 'Dental Expense Schedule', 'Dental Expense Schedule']",12/14/15
Aetna Dental Inc.,0.0,LG Aon Hewitt Master Application ( DMO),H16G.002C Large Group Only - Other,Form,Closed - Closed,AETN-130643127,1,130643127,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130643127,True,https://filingaccess.serff.com/sfa/home/MD,"['Plan Sponsor Application', 'Plan Sponsor Application', 'Plan Sponsor Application', 'Plan Sponsor Application']",7/7/16
Aetna Dental Inc.,0.0,MD SG Off Exchange App/Enrollment (bSwift),H10G.000 Health - Dental,Form,Closed - Closed,AETN-130170525,1,130170525,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130170525,True,https://filingaccess.serff.com/sfa/home/MD,"['DM GE ABS-SG (4-15) (web)', 'DM GE ABS-SG (4-15) (web)', 'DM GE ABS-SG (4-15) (web)', 'DM GE ABS-SG (4-15) (web) 1 of 2', 'DM GE ABS-SG (4-15) (web) 1 of 2', 'DM GE ABS-SG (4-15) (web) 1 of 2', 'DM GE ABS-SG (4-15) (web) 2 of 2', 'DM GE ABS-SG (4-15) (web) 2 of 2', 'DM GE ABS-SG (4-15) (web) 2 of 2', 'DM MD ABS-SG-MD (4-15) (web)']",7/17/15
Aetna Dental Inc.,0.0,SG Off Exchange Paper App/Enroll,H10G.000 Health - Dental,Form,Closed - Closed,AETN-130169258,1,130169258,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130169258,True,https://filingaccess.serff.com/sfa/home/MD,"['MD 69068-13 FILING 070615 - Locked', 'MD 69068-13 FILING 070615 - Locked', 'MD 69070-MD FILING2 070615 - Locked', 'MD 69070-MD FILING2 070615 - Locked']",7/16/15
Aetna Dental Inc. (TX) (MD) (MO) (NC),95910.0,2017 CDT Updates,H10G.000 Health - Dental,Form,Closed - Closed,AETN-130774043,1,130774043,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130774043,True,https://filingaccess.serff.com/sfa/home/MD,"['Dental Care Schedule', 'DENTAL CARE SCHEDULE', 'DENTAL CARE SCHEDULE', 'Dental Care Schedule', 'Dental Care Schedule', 'DENTAL CARE SCHEDULE', 'DENTAL CARE SCHEDULE', 'DENTAL CARE SCHEDULE', 'DENTAL CARE SCHEDULE']",10/31/16
Aetna Dental Inc. (TX) (MD) (MO) (NC),95910.0,2017 Standalone Group Dental (Managed),H10G.000 Health - Dental,Form/Rate,Closed - Closed,AETN-130947027,1,130947027,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130947027,True,https://filingaccess.serff.com/sfa/home/MD,"['Group Managed Dental Agreement', 'Group Managed Dental Certificate', 'Group Managed Dental Schedule of Benefits', 'Group Managed Dental Agreement', 'Group Managed Dental Agreement', 'Group Managed Dental Agreement', 'Group Managed Dental Agreement', 'Group Managed Dental Agreement', 'Group Managed Dental Certificate', 'Group Managed Dental Certificate', 'Group Managed Dental Certificate', 'Group Managed Dental Schedule of Benefits', 'Rate Filing', 'Rate Filing', 'Rate Filing']",3/31/17
Aetna Dental Inc. (TX) (MD) (MO) (NC),95910.0,2019 Dental Annual Filing Project Managed,H10G.000 Health - Dental,Form,Closed - Closed,AETN-131732385,1,131732385,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131732385,True,https://filingaccess.serff.com/sfa/home/MD,"['Group Managed Dental Certificate of coverage amendment', 'Group Managed Dental Schedule of benefits', 'Group Managed Dental Certificate of coverage amendment', 'Group Managed Dental Schedule of benefits', 'Group Managed Dental Schedule of benefits', 'Group Managed Dental Schedule of benefits']",12/14/18
Aetna Dental Inc. (TX) (MD) (MO) (NC),95910.0,2019 SG Paper application/enrollment,H10G.000 Health - Dental,Form,Closed - Closed,AETN-131513959,1,131513959,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131513959,True,https://filingaccess.serff.com/sfa/home/MD,"['Employer Application', 'Employee Enrollment Change Form', 'Employer Application', 'Employer Application', 'Employer Application', 'Employee Enrollment Change Form', 'Employee Enrollment Change Form', 'Employee Enrollment Change Form', 'Employee Enrollment Change Form']",5/23/18
Aetna Dental Inc. (TX) (MD) (MO) (NC),95910.0,2020 LG Paper application/enrollment,H21.000 Health - Other,Form,Closed - Closed,AETN-132296280,1,132296280,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132296280,True,https://filingaccess.serff.com/sfa/home/MD,"['Maryland Employer Application', 'Aetna Group Questionnaire', 'Medical Questionnaire', 'Medical Questionnaire - Short Form', 'Maryland Employee Enrollment/Change Form', 'Maryland Employer Application', 'Maryland Employer Application', 'Aetna Group Questionnaire', 'Aetna Group Questionnaire', 'Medical Questionnaire', 'Medical Questionnaire', 'Medical Questionnaire - Short Form', 'Medical Questionnaire - Short Form', 'Maryland Employee Enrollment/Change Form']",3/10/20
Aetna Dental Inc. (TX) (MD) (MO) (NC),95910.0,2020 SG Paper application/enrollment,H10G.000 Health - Dental,Form,Closed - Closed,AETN-131981625,1,131981625,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131981625,True,https://filingaccess.serff.com/sfa/home/MD,"['Employer Application', 'Employee Enrollment Change Form', 'Employer Application', 'Employer Application', 'Employer Application', 'Employee Enrollment Change Form', 'Employee Enrollment Change Form']",6/19/19
Aetna Dental Inc. (TX) (MD) (MO) (NC),95910.0,2021 Group Dental Annual Filing-DMO,H10G.000 Health - Dental,Form,Closed - Closed,AETN-132522060,1,132522060,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132522060,True,https://filingaccess.serff.com/sfa/home/MD,"['Group Agreement', 'Certificate of Coverage', 'Schedule of Benefits', 'Group Agreement', 'Certificate of Coverage', 'Certificate of Coverage', 'Certificate of Coverage', 'Schedule of Benefits', 'Schedule of Benefits']",9/24/20
Aetna Dental Inc. (TX) (MD) (MO) (NC),95910.0,2022 SG Paper application/enrollment,H10G.000 Health - Dental,Form,Closed - Closed,AETN-132823813,1,132823813,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132823813,True,https://filingaccess.serff.com/sfa/home/MD,"['Maryland Small Group Employee Enrollment/Change Form', 'Maryland Small Group Employer Application']",5/5/21
Aetna Dental Inc. (TX) (MD) (MO) (NC),95910.0,2022-2023 SH Application Filing,H22.000 Student Health Insurance,Form,Closed - Closed,AETN-133111609,1,133111609,MD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133111609,True,https://filingaccess.serff.com/sfa/home/MD,"['Application', 'Application', 'Enrollment', 'Enrollment']",1/14/22
