Company Name,NAIC Company Code,Insurance Product Name,Sub Type Of Insurance,Filing Type,Filing Status,SERFF Tracking Number,Page Number,serf_num,state,page_url,form,auth_url,form_name,submission_date,flesch_reading_ease
5 Star Life Insurance Company,77879.0,Group Critical Illness Rider,H07G.002 Dread Disease,Form,Closed - Closed Exempt,FIVE-127287093,1,127287093,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=127287093,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
5 Star Life Insurance Company,77879.0,Group Hospital Indemnity,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed Exempt,FIVE-132308574,1,132308574,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132308574,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
5 Star Life Insurance Company,77879.0,Redomestication 2018-H,H21.000 Health - Other,Form,Closed - Approved,FIVE-131636864,1,131636864,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131636864,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
AAA Life Insurance Company,71854.0,AAA Riders B380 - B389,H14I.000 Health - Hospital Indemnity,Form/Rate,Closed - Approved,PYMT-126490333,1,126490333,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=126490333,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
AAA Life Insurance Company,71854.0,Accident Product,H02I.000 Health - Accident Only,Form/Rate,Closed - Closed Exempt,AAAL-131290462,1,131290462,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131290462,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
AAA Life Insurance Company,71854.0,Fixed Indemnity Application,H14I.000 Health - Hospital Indemnity,Form,Closed - Closed Exempt,PYMT-129738104,1,129738104,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=129738104,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
AAA Life Insurance Company,71854.0,MLTA Endorsement,Group Accident or Accidental Death and Dismemberment,Form,Closed - Closed Exempt,AAAL-125152029,1,125152029,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125152029,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
AAA Life Insurance Company,71854.0,MLTA Endorsements 2013,H02G.000 Health - Accident Only,Form,Closed - Closed Exempt,AAAL-128860228,1,128860228,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128860228,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
AAA Life Insurance Company,71854.0,MLTA Endorsements 2016,H02G.000 Health - Accident Only,Form,Closed - Closed Exempt,AAAL-130298218,1,130298218,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130298218,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
AAA Life Insurance Company,71854.0,MLTA-08,Group Accident or Accidental Death and Dismemberment,Form,Closed - Closed For Informational Purposes Only,AAAL-125559063,1,125559063,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125559063,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
AAA Life Insurance Company,71854.0,MLTA-08 2010 Riders/Ultra,H03G.000 Health - Accidental Death & Dismemberment,Form,Closed - Closed For Informational Purposes Only,AAAL-126597872,1,126597872,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=126597872,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
AAA Life Insurance Company,71854.0,MPA & CC Endorsement,Group Accident or Accidental Death and Dismemberment,Form,Closed - Closed Exempt,AAAL-125521061,1,125521061,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125521061,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
AAA Life Insurance Company,71854.0,New Benefit Levels for Member Loyalty Travel Accident Insurance,H02G.000 Health - Accident Only,Form/Rate,Closed - Closed For Informational Purposes Only,AAAL-129207927,1,129207927,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=129207927,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form,Closed - Closed For Informational Purposes Only,CELT-134545843,1,134545843,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134545843,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form/Rate,Closed - Approved as Amended,CECO-133627980,1,133627980,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133627980,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form/Rate,Closed - Approved as Amended,CELT-134710838,1,134710838,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134710838,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form/Rate,Closed - Closed Withdrawn,CELT-134684598,1,134684598,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134684598,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form/Rate,Closed - Approved as Amended,CECO-133281342,1,133281342,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133281342,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form,Closed - Closed For Informational Purposes Only,CECO-133184458,1,133184458,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133184458,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form,Closed - Closed For Informational Purposes Only,CECO-132498050,1,132498050,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132498050,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form,Closed - Closed For Informational Purposes Only,CECO-133351628,1,133351628,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133351628,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form,Closed - Closed For Informational Purposes Only,CECO-132928935,1,132928935,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132928935,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form,Closed - Approved,CECO-134305790,1,134305790,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134305790,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form,Closed - Closed For Informational Purposes Only,CECO-133751550,1,133751550,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133751550,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form,Closed - Closed For Informational Purposes Only,CECO-132050550,1,132050550,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132050550,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form/Rate,Closed - Approved as Amended,CECO-132377401,1,132377401,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132377401,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form,Closed - Closed For Informational Purposes Only,CECO-134178957,1,134178957,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134178957,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form/Rate,Closed - Approved as Amended,CECO-131491914,1,131491914,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131491914,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form/Rate,Closed - Approved as Amended,CECO-134086225,1,134086225,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134086225,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter from Absolute Total Care,HOrg02I.005D Individual - HMO,Form/Rate,Closed - Approved as Amended,CECO-132839470,1,132839470,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132839470,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Absolute Total Care,12959.0,Ambetter of Absolute Total Care,HOrg02I.005D Individual - HMO,Form/Rate,Closed - Approved as Amended,CECO-131967061,1,131967061,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131967061,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
Accendo Insurance Company,63444.0,GUARSC NOTICE,H21.000 Health - Other,Form,Closed - Closed For Informational Purposes Only,AETN-134405802,1,134405802,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134405802,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,(Group) Blanket - Supp Amend,Group Blanket,Form,Closed - Closed Exempt,ACEH-125085682,1,125085682,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125085682,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,(Group) Blanket Accident Policy - Critical Illness and Artificial Means Amendment,Group Blanket,Form,Closed - Closed Withdrawn,SERT-6K5KUP554/00-00/00-00/00,1,6K5KUP554/00,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=6K5KUP554/00,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Blanket Accident - School Bus Coverage,H04.001 Student,Form,Closed - Closed Exempt,ACEH-126251416,1,126251416,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=126251416,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Blanket Accident Policy (BTA),H04.000 Health - Blanket Accident/Sickness,Form/Rate,Closed - Approved as Amended,ACEH-132218506,1,132218506,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132218506,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Blanket and Group Amendments,Group Limited Benefit,Form,Closed - Closed Exempt,ACEH-125056068,1,125056068,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125056068,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Blanket Policy - Patient Protection (OOS),H04.000 Health - Blanket Accident/Sickness,Form,Closed - Closed For Informational Purposes Only,ACEH-126613900,1,126613900,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=126613900,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Disaster Recovery - Accident Cov End,Group Accident or Accidental Death and Dismemberment,Form,Closed - Closed Exempt,ACEH-125545988,1,125545988,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125545988,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Discretionary Group Filing for Blanket Accident,H04.000 Health - Blanket Accident/Sickness,Form,Closed - Closed For Informational Purposes Only,ACEH-132333332,1,132333332,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132333332,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Discretionary Group Request (BTA),H04.000 Health - Blanket Accident/Sickness,Form,Closed - Closed For Informational Purposes Only,ACEH-131025513,1,131025513,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131025513,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Discretionary Group Request (BTA),H04.000 Health - Blanket Accident/Sickness,Form,Closed - Closed For Informational Purposes Only,ACEH-131069836,1,131069836,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131069836,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Employer Stop Loss,H12.004 Self-Funded Health Plan,Form/Rate,Closed - Closed Exempt,ACEH-129205784,1,129205784,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=129205784,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Group Accident - Critical Illness and Artificial Means Amendment,Group Accident or Accidental Death and Dismemberment,Form,Closed - Closed Exempt,SERT-6G6NAG812/00-00/00-00/00,1,6G6NAG812/00,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=6G6NAG812/00,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Group Dental Certificate Revision,H10G.000 Health - Dental,Form/Rate,Closed - Closed Exempt,ACEH-130243803,1,130243803,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130243803,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Group Dental Insurance,Group Dental,Form,Closed - Closed Exempt,SERT-5Z4K55703/00-00/00-00/00,1,5Z4K55703/00,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=5Z4K55703/00,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Group Hospital Indemnity - In-state and Out of State Mass Marketed,Group Hospital(expense or indemnity),Form,Closed - Closed Exempt,SERT-6TMQL4179/00-00/00-00/00,1,6TMQL4179/00,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=6TMQL4179/00,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Group Hospital Indemnity Policy,Group Hospital(expense or indemnity),Form,Closed - Closed Exempt,SERT-6SBKUS874/00-00/00-00/00,1,6SBKUS874/00,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=6SBKUS874/00,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Group Hospital Indemnity Policy,Group Hospital(expense or indemnity),Form,Closed - Closed For Informational Purposes Only,SERT-6RLKXB791/00-00/00-00/00,1,6RLKXB791/00,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=6RLKXB791/00,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Group Limited Accident and Sickness,Group Limited Benefit,Form,Closed - Closed Exempt,SERT-6REQSE187/00-00/00-00/00,1,6REQSE187/00,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=6REQSE187/00,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Group Limited Accident and Sickness Policy,Group Hospital(expense or indemnity),Form,Closed - Closed Exempt,SERT-6HWQ79430/00-00/00-00/00,1,6HWQ79430/00,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=6HWQ79430/00,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Group Occupational Accident for Independent Contractors,H02G.000 Health - Accident Only,Form,Closed - Closed Exempt,ACEH-128301305,1,128301305,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128301305,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Group Outpatient Prescription Drug Insurance,Group Limited Benefit,Form,Closed - Closed Exempt,SERT-63QQDA241/00-00/00-00/00,1,63QQDA241/00,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=63QQDA241/00,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Group Supplemental Medical Expense,H15G.001 Any Size Group,Form,Closed - Closed Exempt,ACEH-132030786,1,132030786,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132030786,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Group Supplemental Medical Expense,H15G.001 Any Size Group,Form,Closed - Closed Exempt,ACEH-134700392,1,134700392,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134700392,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Group Supplemental Medical Expense Insurance,H15G.001 Any Size Group,Form,Closed - Closed Exempt,ACEH-131428333,1,131428333,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131428333,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Group Supplemental Medical Expense Product,H15G.001 Any Size Group,Form,Closed - Closed Exempt,ACEH-129536243,1,129536243,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=129536243,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Group Vision Insurance Policy (AH-49418),H20G.000 Health - Vision,Form,Closed - Closed Exempt,ACEH-131309387,1,131309387,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131309387,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,IND AD&D- 2006,Individual Accident or Accidental Death and Dismemberment,Form,Closed - Closed Exempt,ACEH-125033685,2,125033685,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125033685,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Individual Accident,H02I.000 Health - Accident Only,Form,Closed - Closed Exempt,ACEH-133419664,2,133419664,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133419664,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Individual Dental Policy,Individual Dental,Form/Rate,Closed - Approved,ACEH-125370069,2,125370069,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125370069,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Individual Global Medical Insurance,Individual Limited Benefit,Form,Closed - Closed Exempt,ACEH-125102045,2,125102045,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125102045,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Limited Accident & Sickness - Rev App,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed Exempt,ACEH-126378297,2,126378297,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=126378297,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,Out of country rider,Group Blanket,Form,Closed - Closed Exempt,ACEH-125163577,2,125163577,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125163577,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE American Insurance Company,22667.0,"Security Evacuation Rider; PoC/FoP, and EMB",H04.000 Health - Blanket Accident/Sickness,Form,Closed - Closed Exempt,ACEH-128193486,2,128193486,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128193486,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE Property and Casualty Insurance Company,20699.0,Group Accident (C70701-SC),H02G.000 Health - Accident Only,Form,Closed - Closed Exempt,ACEH-131921257,2,131921257,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131921257,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE Property and Casualty Insurance Company,20699.0,Group Critical Illness (C60601-SC),H07G.002 Dread Disease,Form,Closed - Closed Exempt,ACEH-131843641,2,131843641,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131843641,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE Property and Casualty Insurance Company,20699.0,Group Critical Illness - Cancer Riders,H07G.002A Dread Disease - Cancer Only,Form/Rate,Closed - Closed Exempt,ACEH-133367215,2,133367215,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133367215,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE Property and Casualty Insurance Company,20699.0,Group Hospital Indemnity (C82000),H14G.000 Health - Hospital Indemnity,Form,Closed - Closed Exempt,ACEH-132517308,2,132517308,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132517308,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE Property and Casualty Insurance Company,20699.0,Group Multi-Product Master Application,H11G.004 Other,Form,Closed - Closed Exempt,ACEH-134439586,2,134439586,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134439586,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE Property and Casualty Insurance Company,20699.0,Student Accident and Health,H04.001 Student,Form/Rate,Closed - Approved,ACEH-128854066,2,128854066,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128854066,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE Property and Casualty Insurance Company,20699.0,Tri-Agency Rule,H14G.000 Health - Hospital Indemnity,Form,Closed - Closed Exempt,ACEH-134291591,2,134291591,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134291591,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
ACE Property and Casualty Insurance Company,20699.0,Variability Memo for Group CI - C60601,H07G.002 Dread Disease,Form,Closed - Closed For Informational Purposes Only,ACEH-132823528,2,132823528,SC,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132823528,True,https://filingaccess.serff.com/sfa/home/SC,[],,[]
